bed,row,col,Unique.ID,bud.date,flower.date,fruit.date,last.FL.date,last:FR.date,death.date,survey.notes
F,41,B,buffer,,,,,,,
F,42,A,1773,,,,,,6/17/25,
F,42,B,1924,,,,,,9/4/25,
F,43,A,1959,,,,,,,
F,43,B,2285,,,,,,5/14/26,
F,44,A,2214,,,,,,,
F,44,B,2570,,,,,,5/14/26,
F,45,A,1871,,,,,,,
F,45,B,2290,,,,,,,
F,46,A,buffer,,,,,,,
F,46,B,buffer,,,,,,,
F,47,A,buffer,,,,,,,
F,47,B,buffer,,,,,,,
F,1,C,buffer,,,,,,,
F,1,D,buffer,,,,,,,
F,2,C,buffer,,,,,,,
F,2,D,buffer,,,,,,,
F,3,C,buffer,,,,,,,
F,3,D,buffer,,,,,,,
F,4,C,2349,,,,,,,
F,4,D,2482,,,,,,9/4/2025,
F,5,C,1688,,,,,,9/24/25,
F,5,D,2497,,,,,,5/14/26,
F,5,C,NA,,,,,,,
F,6,D,565,,,,,,5/14/26,
F,7,C,2002,,,,,,5/14/26,
F,7,D,2117,,,,,,9/4/25,
F,8,C,buffer,,,,,,,
F,8,D,2267,,,,,,5/14/26,
F,9,C,2087,,,,,,5/14/26,
F,9,D,2195,,,,,,,
F,10,C,2189,,,,,,10/28/25,
F,10,D,2474,,,,,,5/14/26,
F,11,C,2281,,,,,,5/14/26,
F,11,D,2511,,,,,,5/14/26,
F,12,C,2246,,,,,,5/14/26,
F,12,D,buffer,,,,,,,
F,13,C,buffer,,,,,,,
F,13,D,2481,,,,,,7/10/25,
F,14,C,2404,,,,,,5/14/26,
F,14,D,2447,,,,,,6/27/25,
F,15,C,2334,,,,,,5/14/26,
F,15,D,2371,,,,,,5/14/26,
F,16,C,2294,,,,,,5/14/26,
F,16,D,2126,,,,,,5/14/26,
F,17,C,1771,,,,,,9/4/25,
F,17,D,buffer,,,,,,,
F,18,C,2298,,,,,,,
F,18,D,64,,,,,,8/28/25,
F,19,C,2167,,,,,,5/14/26,
F,19,D,2506,,,,,,,
F,20,C,2262,,,,,,,
F,20,D,381,,,,,,8/28/25,
F,21,C,1869,,,,,,8/21/25,
F,21,D,NA,,,,,,,
F,22,C,buffer,,,,,,,
F,22,D,2443,,,,,,5/14/26,
F,23,C,2082,,,,,,7/3/25,
F,23,D,1843,,,,,,5/14/26,
F,24,C,2271,,,,,,6/17/25,
F,24,D,2629,,,,,,9/29/25,
F,25,C,2545,,,,,,,5/14 Stem resprouting
F,25,D,2448,,,,,,8/7/25,
F,26,C,2139,,,,,,,5/14 dying/Stem turgid
F,26,D,2587,,,,,,,
F,27,C,2016,,,,,,5/14/26,
F,27,D,1914,,,,,,,
F,28,C,2438,,,,,,,
F,28,D,2003,,,,,,8/21/25,
F,29,C,NA,,,,,,,
F,29,D,NA,,,,,,,
F,40,C,1983,,,,,,5/14/26,
F,40,D,2529,,,,,,5/14/26,
F,41,C,1693,,,,,,5/14/26,
F,41,D,314,,,,,,9/18/25,
F,42,C,2013,,,,,,9/4/25,
F,42,D,2315,,,,,,5/14/26,
F,43,C,2401,,,,,,5/14/26,
F,43,D,1725,,,,,,5/14/26,
F,44,C,buffer,,,,,,,
F,44,D,2140,,,,,,5/14/26,
F,45,C,2407,,,,,,5/14/26,
F,45,D,2546,,,,,,,
F,46,C,buffer,,,,,,,
F,46,D,buffer,,,,,,,
F,47,C,buffer,,,,,,,
F,47,D,buffer,,,,,,,
G,1,A,buffer,,,,,,,
G,1,B,buffer,,,,,,,
G,2,A,buffer,,,,,,,
G,2,B,buffer,,,,,,,
G,3,A,buffer,,,,,,,
G,3,B,buffer,,,,,,,
G,4,A,2460,,,,,,,
G,4,B,2053,,,,,,,
G,5,A,1812,,,,,,10/28/25,
G,5,B,2491,,,,,,,
G,6,A,2092,,,,,,,
G,6,B,1604,,,,,,5/14/26,
G,7,A,2335,,,,,,5/14/26,
G,7,B,2351,,,,,,5/14/26,
G,8,A,2513,,,,,,8/14/25,
G,8,B,2112,,,,,,9/24/25,
G,9,A,2299,,,,,,5/14/26,
G,9,B,1845,,,,,,5/14/26,
G,10,A,2588,,,,,,5/14/26,
G,10,B,2248,,,,,,8/7/25,
G,11,A,2232,,,,,,10/28/25,
G,11,B,2372,,,,,,,
G,12,A,2263,,,,,,,
G,12,B,2436,,,,,,5/14/26,
G,13,A,2021,,,,,,5/14/26,
G,13,B,buffer,,,,,,,
G,14,A,2547,,,,,,8/28/25,
G,14,B,2250,,,,,,5/14/26,
G,15,A,2280,,,,,,6/17/25,
G,15,B,1814,,,,,,5/14/26,
G,16,A,1797,,,,,,5/14/26,
G,16,B,2435,,,,,,5/14/26,
G,17,A,2572,,,,,,5/14/26,
G,17,B,1925,,,,,,5/14/26,
G,18,A,2264,,,,,,8/7/25,
G,18,B,2508,,,,,,5/14/26,
G,19,A,2441,,,,,,10/28/25,
G,19,B,2215,,,,,,5/14/26,
G,20,A,2599,,,,,,6/17/25,
G,20,B,2589,,,,,,7/10/25,
G,21,A,1846,,,,,,5/14/26,
G,21,B,2184,,,,,,5/14/26,
G,22,A,2084,,,,,,,
G,22,B,2424,,,,,,6/27/25,
G,23,A,1776,,,,,,5/14/26,
G,23,B,2198,,,,,,,
G,24,A,1694,,,,,,5/14/26,
G,24,B,2536,,,,,,5/14/26,
G,25,A,2355,,,,,,5/14/26,
G,25,B,2456,,,,,,6/27/25,
G,26,A,2561,,,,,,5/14/26,
G,26,B,2496,,,,,,7/10/25,
G,27,A,buffer,,,,,,,
G,27,B,2612,,,,,,6/27/25,
G,28,A,2144,,,,,,,
G,28,B,2565,,,,,,5/14/26,
G,29,A,2251,,,,,,,
G,29,B,2216,,,,,,5/14/26,
G,30,A,195,,,,,,8/28/25,
G,30,B,2157,5/14/26,5/14/26,,,,,
G,31,A,2469,,,,,,5/14/26,
G,31,B,2615,,,,,,,
G,32,A,2287,,,,,,5/14/26,
G,32,B,2199,,,,,,5/14/26,
G,33,A,2465,,,,,,5/14/26,
G,33,B,2500,,,,,,5/14/26,
G,34,A,1847,,,,,,5/14/26,
G,34,B,2114,,,,,,5/14/26,
G,35,A,2535,,,,,,5/14/26,
G,35,B,2188,,,,,,7/10/25,
G,36,A,2548,,,,,,5/14/26,
G,36,B,1732,,,,,,5/14/26,
G,37,A,buffer,,,,,,,
G,37,B,2527,,,,,,9/24/25,
G,38,A,1697,,,,,,5/14/26,
G,38,B,1330,,,,,,9/29/25,
G,39,A,2618,,,,,,6/17/25,
G,39,B,2094,,,,,,,
G,40,A,2171,,,,,,,
G,40,B,2270,,,,,,5/14/26,
G,41,A,2229,,,,,,,
G,41,B,706,,,,,,9/4/25,
G,42,A,buffer,,,,,,,
G,42,B,1464,,,,,,9/18/25,
G,43,A,buffer,,,,,,,
G,44,A,buffer,,,,,,,
G,44,B,buffer,,,,,,,
G,45,A,buffer,,,,,,,
G,45,B,buffer,,,,,,,
G,1,C,buffer,,,,,,,
G,1,D,buffer,,,,,,,
G,2,C,buffer,,,,,,,
G,2,D,buffer,,,,,,,
G,3,C,buffer,,,,,,,
G,3,D,buffer,,,,,,,
G,4,C,2632,,,,,,8/7/25,
G,4,D,1100,,,,,,9/29/25,
G,5,C,2083,,,,,,,
G,5,D,YO7_5_7,,,,,,5/14/26,
G,6,C,2537,,,,,,,
G,6,D,2560,,,,,,5/14/26,
G,7,C,2306,,,,,,08/01/25,
G,7,D,2024,,,,,,5/14/26,
G,8,C,2598,,,,,,,
G,8,D,530,,,,,,8/14/25,
G,9,C,2008,,,,,,5/14/26,
G,9,D,buffer,,,,,,,
G,10,C,2197,,,,,,5/14/26,
G,10,D,buffer,,,,,,,
G,11,C,2495,,,,,,5/14/26,
G,11,D,2089,,,,,,5/14/26,
G,12,C,buffer,,,,,,,
G,12,D,buffer,,,,,,,
G,13,C,2645,,,,,,5/14/26,
G,13,D,1729,,,,,,5/14/26,
G,14,C,2142,,,,,,5/14/26,
G,14,D,2352,,,,,,6/27/25,
G,15,C,NA,,,,,,,
G,15,D,2639,,,,,,6/27/25,
G,16,C,1979,,,,,,5/14/26,
G,16,D,1863,,,,,,,
G,17,C,2517,,,,,,6/17/25,
G,17,D,NA,,,,,,,
G,18,C,2300,,,,,,5/14/26,
G,18,D,2553,,,,,,,
G,19,C,2464,,,,,,8/21/25,
G,19,D,2556,,,,,,10/28/25,
G,20,C,2614,,,,,,6/17/25,
G,20,D,2295,,,,,,5/14/26,
G,21,C,2233,,,,,,5/14/26,
G,21,D,2336,,,,,,5/14/26,
G,22,C,2439,,,,,,5/14/26,
G,22,D,NA,,,,,,,
G,23,C,buffer,,,,,,,
G,23,D,NA,,,,,,,
G,24,C,2093,,,,,,,
G,24,D,2327,,,,,,5/14/26,
G,25,C,1891,,,,,,5/14/26,
G,25,D,1991,,,,,,6/17/25,
G,26,C,2650,,,,,,6/9/25,
G,26,D,2313,,,,,,5/14/26,
G,27,C,1890,,,,,,6/27/25,
G,27,D,2562,,,,,,6/17/25,
G,28,C,2590,,,,,,6/17/25,
G,28,D,2310,,,,,,,
G,29,C,2074,,,,,,5/14/26,
G,29,D,NA,,,,,,,
G,30,C,2635,,,,,,5/14/26,
G,30,D,2575,,,,,,6/27/25,
G,31,C,2019,,,,,,08/01/25,
G,31,D,1765,5/14/26,,,,,,
G,32,C,1815,,,,,,5/14/26,
G,32,D,1872,,,,,,,
G,33,C,2421,,,,,,5/14/26,
G,33,D,2604,,,,,,6/27/25,
G,34,C,238,,,,,,9/4/25,
G,34,D,2275,,,,,,5/14/26,
G,35,C,1394,,,,,,9/18/25,
G,35,D,2301,,,,,,5/14/26,
G,36,C,1240,,,,,,9/4/25,
G,36,D,733,,,,,,9/18/25,
G,37,C,2049,,,,,,6/17/25,
G,37,D,261,,,,,,5/14/26,
G,38,C,1930,,,,,,5/14/26,
G,38,D,1447,,,,,,8/28/25,
G,39,C,2321,,,,,,,
G,39,D,2337,,,,,,10/28/25,
G,40,C,2293,,,,,,5/14/26,
G,40,D,1624,,,,,,,
G,41,C,2378,,,,,,5/14/26,
G,41,D,2512,,,,,,5/14/26,
G,42,C,2358,,,,,,5/14/26,
G,42,D,buffer,,,,,,,
G,44,C,buffer,,,,,,,
G,44,D,buffer,,,,,,,
G,45,C,buffer,,,,,,,
G,45,D,buffer,,,,,,,
H,23,B,734,,,,,,9/24/25,
I,9,B,391,,,,,,9/29/25,
I,10,A,1272,,,,,,08/28/25,
I,11,A,1250,,,,,,8/28/25,
